rvr_address,name,evo5_status,evo5_address,evo5_prior_name
00021af3,fueling_openloop_output_copy,NO_FUNCTION,,
00021b2d,fueling_throttle_zone_flags_update,NO_FUNCTION,,
00021b8f,fueling_inj_target_select,NO_FUNCTION,,
00021bf3,fueling_inj_accum_clamp_drain,NO_FUNCTION,,
00021c2f,fueling_inj_pw_calc,NO_FUNCTION,,
00021d5e,fueling_wideband_output_scale,NO_FUNCTION,,
00021dc8,fueling_coolant_inj_offset_calc,NO_FUNCTION,,
00021df5,rpm_load_zone_counter_update,NO_FUNCTION,,
00021f00,inj_channel_state_init,NO_FUNCTION,,
00021f21,ecu_openloop_state_reset,NO_FUNCTION,,
00021f2e,main_control_loop_update,NO_FUNCTION,,
00021f70,control_state_latch_prev,NO_FUNCTION,,
00021f92,diag_flag_clear_and_param_reload,NO_FUNCTION,,
00021fa0,f216_bit6_update_from_hysteresis_gate,NO_FUNCTION,,
00021fba,f1e6_hysteresis_gate_check,NO_FUNCTION,,
00021fff,f33e_bit0_update_from_rpm_load_window,NO_FUNCTION,,
00022013,rpm_load_window_condition_check,NO_FUNCTION,,
0002204a,f216_bit4_update_table_1cc7,NO_FUNCTION,,
0002207f,f216_low_nibble_update_table_1cc3,NO_FUNCTION,,
000220e9,f218_shift_in_f216_low_nibble,NO_FUNCTION,,
00022111,f216_bit8_update_from_recovery_chain,NO_FUNCTION,,
0002214a,f224_threshold_tier_and_change_flag,NO_FUNCTION,,
00022193,stub_zero_0x22193,NO_FUNCTION,,
00022197,ef9e_latch_from_multi_threshold_check,NO_FUNCTION,,
000221f0,efa0_max_hold_and_recovered_check,NO_FUNCTION,,
00022225,tcu_link_confirmed_flag_f226_bit7_update,NO_FUNCTION,,
00022256,f226_bit8_update_from_f4c0_check,NO_FUNCTION,,
00022284,f25e_bit6_update_from_decel_fuel_cut,NO_FUNCTION,,
000222a6,decel_fuel_cut_eval,NO_FUNCTION,,
00022377,check_flag_f0f8_bit2_clear,NO_FUNCTION,,
00022386,aux_load_enable_flag_update,NO_FUNCTION,,
000223a0,aux_load_condition_check,NO_FUNCTION,,
000223d3,post_start_enrich_timer_update,NO_FUNCTION,,
00022442,o2_heater_ready_flag_update,NO_FUNCTION,,
00022488,mode_state_update,NO_FUNCTION,,
000224a6,openloop_mode_bit_update,NO_FUNCTION,,
000224ba,closedloop_inhibit_check,NO_FUNCTION,,
000224d5,cranking_mode_bit_update,NO_FUNCTION,,
000224e9,cranking_detect_check,NO_FUNCTION,,
0002254b,warmup_mode_state_machine,NO_FUNCTION,,
000225be,closedloop_eligibility_check,NO_FUNCTION,,
000226de,rpm_sync_ready_check,NO_FUNCTION,,
000226fd,closedloop_fuel_ready_check,NO_FUNCTION,,
00022746,o2_temp_ready_check,NO_FUNCTION,,
0002279a,o2_ready_timer_update,NO_FUNCTION,,
0002280f,warmup_ign_advance_correction_calc,NO_FUNCTION,,
00022898,warmup_correction_f25a_f0f8_f212_calc,NO_FUNCTION,,
000228ed,f216_bits_f188_f17a_update_and_warmup_gate,NO_FUNCTION,,
0002297f,warmup_complete_gate_check,NO_FUNCTION,,
000229c0,f20e_bit1_mirror_from_f1fe_bit3,NO_FUNCTION,,
000229d2,engine_mode_dispatch_and_f240_edge_counter,NO_FUNCTION,,
00022a57,f240_counter_reset_and_f074_table_load,NO_FUNCTION,,
00022a97,f21c_bit12_update_dispatcher,NO_FUNCTION,,
00022ab3,f21c_bit9_hysteresis_and_f23e_table_ramp,NO_FUNCTION,,
00022bb3,f21c_bit8_hysteresis_from_table_variant,NO_FUNCTION,,
00022c11,f21c_bit12_source_condition_check,NO_FUNCTION,,
00022c60,f21c_bit1_update_dispatcher,NO_FUNCTION,,
00022c74,f21c_bit1_source_condition_check,NO_FUNCTION,,
00022c89,f224_bits01_update_and_efa8_edge_latch,NO_FUNCTION,,
00022d12,status_word_composite_multibit_update_via_table,NO_FUNCTION,,
00022e38,struct_bit11_toggle_from_gate_check,NO_FUNCTION,,
00022e64,f21c_bit1_and_struct_bit5_gate_check,NO_FUNCTION,,
00022ead,f20e_f210_clear_chain_and_o2_closedloop_gate,NO_FUNCTION,,
00022f16,o2_sensor2_threshold_flag_update_f226_bit13,NO_FUNCTION,,
00022f82,f224_bit10_update_from_f20e_check,NO_FUNCTION,,
00023000,init_state_block_ee98_80_call_wrapper,NO_FUNCTION,,
00023006,init_state_block_ee98_80,NO_FUNCTION,,
00023027,f2f0_f2f8_ring_and_f27x_f2cc_periodic_init,NO_FUNCTION,,
0002308e,engine_periodic_correction_master_dispatch,NO_FUNCTION,,
000230c4,knock_octane_trim_master_dispatch,NO_FUNCTION,,
0002311b,f25e_gate_chain_dispatch_b,NO_FUNCTION,,
00023125,f25e_gate_chain_dispatch_a,NO_FUNCTION,,
00023145,f07c_multi_channel_threshold_gate_check,NO_FUNCTION,,
00023179,f25e_bit10_update_from_f216_gate,NO_FUNCTION,,
00023193,f216_bit5_hysteresis_gate_check,NO_FUNCTION,,
000231da,f25e_bit11_update_from_f224_gate,NO_FUNCTION,,
000231f4,f224_bit11_hysteresis_timer_and_gate_check,NO_FUNCTION,,
000232c3,status_word_bit3_conditional_update_via_table,NO_FUNCTION,,
00023332,f25e_bit8_update_from_f110_gate,NO_FUNCTION,,
00023346,f110_f17a_threshold_gate_check,NO_FUNCTION,,
00023371,f25e_bit14_update_from_f186_f17a_gate,NO_FUNCTION,,
00023397,knock_octane_dual_axis_blend_far_trampoline,NO_FUNCTION,,
0002339d,knock_octane_dual_axis_table_blend_f2a8,NO_FUNCTION,,
00023424,f190_f196_select_by_f1f0_f21c_gate,NO_FUNCTION,,
00023448,f28e_f292_knock_lambda_composite_calc,NO_FUNCTION,,
00023523,f2a0_f2c6_dual_timer_decay_and_f2c8_blend_dispatch,NO_FUNCTION,,
00023606,efba_timer_target_select_from_f2a0_thresholds,NO_FUNCTION,,
00023660,efbc_timer_target_select_from_f2c6_thresholds,NO_FUNCTION,,
0002369a,f2b6_knock_retard_state_select,NO_FUNCTION,,
00023755,f2ca_table_override_from_f114_gate,NO_FUNCTION,,
000237a0,o2_closed_loop_fuel_trim_compute,NO_FUNCTION,,
000238d8,f0ba_f2b2_threshold_blend_calc,NO_FUNCTION,,
0002392c,f266_knock_octane_composite_trim_compute,NO_FUNCTION,,
00023a9a,knock_octane_secondary_dispatch,NO_FUNCTION,,
00023aaa,knock_octane_secondary_dispatch_sub,NO_FUNCTION,,
00023abe,octane_trim_f262_f264_table_select,NO_FUNCTION,,
00023bf9,calc_staged_index_f0f8,NO_FUNCTION,,
00023c4a,knock_octane_trim_gate_dispatch,NO_FUNCTION,,
00023c5c,knock_octane_trim_gate_condition_check,NO_FUNCTION,,
00023d4f,knock_octane_trim_ramp_update,NO_FUNCTION,,
00023e60,status_word_table_subdispatch_group_a,NO_FUNCTION,,
00023e8b,f276_f27a_dual_channel_compute_via_table,NO_FUNCTION,,
00023ed7,f26e_o2_closed_loop_output_blend_via_table,NO_FUNCTION,,
00023fc7,o2_closed_loop_mode_selector_via_table,NO_FUNCTION,,
00024044,f286_knock_octane_secondary_trim_compute_via_table,NO_FUNCTION,,
0002415b,f27e_table_indexed_clamp_compute_via_table,NO_FUNCTION,,
00024207,eeac_adaptive_trim_learn_update_via_table,NO_FUNCTION,,
000242c1,f1fe_bit3_clear_and_f1f2_bit4_set_check,NO_FUNCTION,,
000242f5,f0ba_f2d0_o2_mode7_8_correction_calc,NO_FUNCTION,,
000243bc,f2d2_composite_correction_calc,NO_FUNCTION,,
00024552,table_1e4a_lookup_with_f2d6_d8_reset,NO_FUNCTION,,
00024596,f07a_default_reset_return_0x80,NO_FUNCTION,,
000245af,f2b4_threshold_table_lookup,NO_FUNCTION,,
0002463c,f2ce_f2cc_o2_mode11_correction_calc,NO_FUNCTION,,
00024680,injpw_airvol_reset_on_fuelcut,NO_FUNCTION,,
000246ae,f24e_f254_f970_f972_reset_on_f20e_bit4,NO_FUNCTION,,
000246e0,f2e0_f2ee_correction_dispatch,NO_FUNCTION,,
000246ee,f2e0_f2ec_composite_correction_calc,NO_FUNCTION,,
00024884,f2ea_f2ee_composite_correction_calc,NO_FUNCTION,,
0002495a,stub_empty_0x2495a,NO_FUNCTION,,
0002495c,f310_f316_composite_calc,NO_FUNCTION,,
000249f2,f250_f252_channel_snapshot_update,NO_FUNCTION,,
00024a8e,f31c_bit_toggle_pulse,NO_FUNCTION,,
00024cd2,f31c_bit6_set_then_clear_pulse,NO_FUNCTION,,
00024d36,noop_return_after_f31c_pulse,NO_FUNCTION,,
00024d3a,f25a_f2xx_state_mirror_update,NO_FUNCTION,,
00024dee,f856_f858_clamped_calc,NO_FUNCTION,,
00024e80,octane_level_init_or_force_from_gear_table,NO_FUNCTION,,
00024eba,tcu_slip_state_block_cold_init,NO_FUNCTION,,
00024f04,tcu_slip_control_init,NO_FUNCTION,,
00024f48,isc_f33e_periodic_dispatch_group_b,NO_FUNCTION,,
00024f76,mirror_f18a_to_f18e,NO_FUNCTION,,
00024f80,f33e_bit6_update_from_table_da2c_threshold,NO_FUNCTION,,
00024fa0,f33e_bit7_update_from_f0f8_gate,NO_FUNCTION,,
00024fb4,f0f8_bit12_active_bit11_clear_check,NO_FUNCTION,,
00024fc9,octane_level_gate_and_reset_dispatch,NO_FUNCTION,,
0002501d,tcu_slip_and_ff54_reinit_on_f20e_bit4,NO_FUNCTION,,
0002502d,per_cyl_knock_flag_update_cyl_a,NO_FUNCTION,,
00025057,tcu_slip_duty_gain_condition_check,NO_FUNCTION,,
0002507a,per_cyl_knock_flag_update_cyl_b,NO_FUNCTION,,
000250ac,f3a4_bit12_13_update_and_check,NO_FUNCTION,,
000250fb,f3a4_bit10_update_dispatch,NO_FUNCTION,,
0002510f,f0ec_bit1_threshold_gate_check,NO_FUNCTION,,
0002513a,f3ba_f3bc_f3a4_hysteresis_update,NO_FUNCTION,,
0002519e,f3a4_bit8_hysteresis_update,NO_FUNCTION,,
000251c4,knock_event_counter_update_eec6,NO_FUNCTION,,
0002523e,f3a4_bit6_gate_condition_check,NO_FUNCTION,,
00025277,knock_counter_condition_override_eec6,NO_FUNCTION,,
000252d3,octane_level_compute_from_knock_counter,NO_FUNCTION,,
000252f9,efc2_threshold_update,NO_FUNCTION,,
0002532a,f33e_multi_bit_update_dispatch,NO_FUNCTION,,
00025340,f33e_bit2_update_dispatch,NO_FUNCTION,,
00025378,f33e_bit2_source_condition_check,NO_FUNCTION,,
000253e1,f37a_correction_calc_from_f33e_bit2_or_f378,NO_FUNCTION,,
00025464,f33e_bit3_update_dispatch,NO_FUNCTION,,
0002547e,f33e_bit5_update_and_condition_check,NO_FUNCTION,,
000254d7,f33e_bit12_clear,NO_FUNCTION,,
000254dd,f33e_bit11_bit10_hysteresis_gate_check,NO_FUNCTION,,
00025544,f20e_bit15_update_dispatch,NO_FUNCTION,,
0002555e,f20e_bit15_source_condition_check,NO_FUNCTION,,
000255c0,f33e_bit4_update_dispatch,NO_FUNCTION,,
000255d4,f33e_bit1_hysteresis_gate_check,NO_FUNCTION,,
0002561d,f33e_bit13_bit11_clear,NO_FUNCTION,,
0002562b,isc_f342_composite_correction_calc,NO_FUNCTION,,
0002571a,isc_f344_correction_calc,NO_FUNCTION,,
00025742,isc_f34e_f34a_correction_calc,NO_FUNCTION,,
0002586f,isc_f35e_correction_calc,NO_FUNCTION,,
000258c4,select_value_f194_f196,NO_FUNCTION,,
000258e8,isc_f34c_correction_calc,NO_FUNCTION,,
000259df,isc_f4d6_gated_offset_calc,NO_FUNCTION,,
00025a25,isc_f4d6_gate_condition_check,NO_FUNCTION,,
00025a59,isc_f36a_f36c_target_calc,NO_FUNCTION,,
00025aef,isc_f37c_ramp_target_calc,NO_FUNCTION,,
00025bfd,isc_f352_table_lookup,NO_FUNCTION,,
00025c15,isc_f354_table_lookup_conditional,NO_FUNCTION,,
00025c48,isc_f356_correction_calc,NO_FUNCTION,,
00025cff,f33e_bit15_hysteresis_update,NO_FUNCTION,,
00025d27,isc_f358_correction_calc,NO_FUNCTION,,
00025e1b,isc_f35a_correction_calc,NO_FUNCTION,,
00025e8b,isc_f374_correction_calc,NO_FUNCTION,,
00025f45,isc_f36e_f370_target_calc,NO_FUNCTION,,
00025fee,isc_f350_correction_calc,NO_FUNCTION,,
0002601a,isc_f3b2_select,NO_FUNCTION,,
00026034,isc_f380_f37e_correction_calc,NO_FUNCTION,,
000260b6,isc_f360_f362_correction_calc,NO_FUNCTION,,
00026100,isc_stepper_position_reinit,APPLIED,00026100,FUN_00026100
00026124,isc_stepper_mode_reinit_dispatch,APPLIED,00026124,FUN_00026124
00026182,isc_stepper_position_dispatch,UNVERIFIED_HASH_MISMATCH,00026182,FUN_00026182
000261da,isc_periodic_update_dispatch,UNVERIFIED_HASH_MISMATCH,000261da,FUN_000261da
00026224,isc_f436_source_select_and_reset,UNVERIFIED_HASH_MISMATCH,00026224,FUN_00026224
00026251,isc_f416_f438_reset_on_f20e_bit4,NO_FUNCTION,,
00026271,f3fa_f3fe_target_select_by_f0f8_bit5,NO_FUNCTION,,
0002629b,idle_target_rpm_compute_f400,NO_FUNCTION,,
0002634d,isc_f41a_correction_calc,NO_FUNCTION,,
00026436,f3f0_f42e_correction_calc,NO_FUNCTION,,
0002655d,isc_f426_f03a_decay_calc,NO_FUNCTION,,
000265c9,f4de_f4e2_octane_correction_calc,NO_FUNCTION,,
000266e2,multi_channel_update_max_dispatch,NO_FUNCTION,,
000268b3,update_max,NO_FUNCTION,,
000268c4,calc_f40e_threshold_select,NO_FUNCTION,,
000268e2,idle_stepper_table_lookup_wrapper,NO_FUNCTION,,
00026914,isc_f036_f424_ramp_calc,NO_FUNCTION,,
00026966,isc_f416_f438_dispatch,NO_FUNCTION,,
0002697c,f3f0_bit6_clear,NO_FUNCTION,,
00026982,f3f0_bit13_14_15_hysteresis_gate_check,NO_FUNCTION,,
00026a09,isc_f416_f438_correction_calc,NO_FUNCTION,,
00026a63,f0f8_bit_based_constant_select,NO_FUNCTION,,
00026a99,f3f4_bit7_update_dispatch,NO_FUNCTION,,
00026aad,efc8_zero_condition_check,NO_FUNCTION,,
00026ad8,isc_f438_correction_calc,NO_FUNCTION,,
00026b8b,stub_empty_0x26b8b,NO_FUNCTION,,
00026b8d,isc_f428_condition_calc,NO_FUNCTION,,
00026bc7,isc_f422_correction_calc,NO_FUNCTION,,
00026c2e,isc_f3f2_bit6_hysteresis_gate_check,NO_FUNCTION,,
00026ca4,isc_f084_f3f0_bit8_update,UNVERIFIED_HASH_MISMATCH,00026ca4,isc_f3f2_bit6_hysteresis_gate_check
00026cf0,isc_f42a_table_lookup,NO_FUNCTION,,
00026d4d,isc_f42c_correction_calc,NO_FUNCTION,,
00026d86,isc_f3f0_bit2_hysteresis_gate_check,NO_FUNCTION,,
00026dfa,f490_bits01_or_default_select,NO_FUNCTION,,
00026e0e,isc_f3f0_bit3_and_f434_update,NO_FUNCTION,,
00026e76,stub_empty_0x26e76,NO_FUNCTION,,
00026e78,isc_stepper_state_dispatch,NO_FUNCTION,,
00026f12,isc_stepper_position_reached_check,NO_FUNCTION,,
00026f67,isc_stepper_state_reinit_and_target_select,NO_FUNCTION,,
00026f82,isc_stepper_output_state_machine_eed4,NO_FUNCTION,,
00027032,f3f0_target_state_reset_and_reload,NO_FUNCTION,,
0002705b,isc_stepper_mode_state_reload_b,NO_FUNCTION,,
000270b5,isc_stepper_mode_state_reload_c,NO_FUNCTION,,
000270db,isc_stepper_mode_state_reload_d,NO_FUNCTION,,
0002710d,isc_efd0_gate_condition_check,NO_FUNCTION,,
00027152,isc_f408_f406_stepper_target_calc,NO_FUNCTION,,
00027198,isc_stepper_target_dispatch,NO_FUNCTION,,
000271f8,f3f0_bit0_update,NO_FUNCTION,,
0002721a,f3f4_bit0_update_and_check,NO_FUNCTION,,
0002724f,isc_stepper_trim_dispatch,NO_FUNCTION,,
0002725d,isc_f402_stepper_target_calc,NO_FUNCTION,,
00027281,f414_trim_calc_gated_by_f0f8_f3f0,NO_FUNCTION,,
000272c6,isc_f408_correction_calc,NO_FUNCTION,,
0002739e,f0f8_bit5_constant_select,NO_FUNCTION,,
000273b8,isc_stepper_target_clamp_calc,NO_FUNCTION,,
00027416,isc_f408_from_f402_dispatch,NO_FUNCTION,,
00027428,isc_efd4_gate_condition_check,NO_FUNCTION,,
00027465,isc_stepper_correction_dispatch_b,NO_FUNCTION,,
0002747b,isc_f402_composite_correction_calc,NO_FUNCTION,,
00027597,isc_f41c_table_lookup,NO_FUNCTION,,
000275c2,isc_f41e_table_lookup,NO_FUNCTION,,
00027644,f3f4_bit2_3_4_hysteresis_gate_check,NO_FUNCTION,,
000276d3,f0f8_gated_constant_select_f3f4_neighbor,NO_FUNCTION,,
000276fb,isc_f420_correction_calc,NO_FUNCTION,,
00027792,f216_bit6_constant_select,NO_FUNCTION,,
000277b8,isc_f42e_or_default_select,NO_FUNCTION,,
000277de,isc_f038_constant_select,UNVERIFIED_HASH_MISMATCH,000277de,f216_bit6_constant_select
0002782a,f0f8_bit9_constant_or_calc_select,UNVERIFIED_HASH_MISMATCH,0002782a,isc_f038_constant_select
0002785a,f490_bits01_constant_select,NO_FUNCTION,,
000278a4,f3f0_bit8_constant_select,NO_FUNCTION,,
000278ca,f0f8_masked_constant_select,NO_FUNCTION,,
000278ef,isc_f416_f3f0_bit5_gate_check,NO_FUNCTION,,
00027933,isc_f3fa_f3fe_dispatch,NO_FUNCTION,,
00027959,isc_f406_ramp_gate_condition_check,NO_FUNCTION,,
00027990,isc_f3fa_f3fc_f3fe_correction_calc,NO_FUNCTION,,
000279f1,select_const_by_flags_eeca,NO_FUNCTION,,
00027a20,isc_eeca_update_dispatch,NO_FUNCTION,,
00027a2e,isc_eeca_update_gate_condition_check,NO_FUNCTION,,
00027a81,isc_eeca_eecc_eece_correction_calc,NO_FUNCTION,,
00027b2b,isc_f408_composite_dispatch,NO_FUNCTION,,
00027b6e,isc_f3fa_f3fc_f3fe_select,NO_FUNCTION,,
00027b9d,isc_f406_clamp_dispatch,NO_FUNCTION,,
00027bc6,isc_table_read_byte_clamped_2eca,NO_FUNCTION,,
00027beb,isc_f412_f082_stall_timer_calc,NO_FUNCTION,,
00027c6d,mirror_f406_f408_to_f40a_f40c,NO_FUNCTION,,
00027c80,startup_phase_reset_wrapper,NO_FUNCTION,,
00027c86,warmup_state_f594_f0e6_init,NO_FUNCTION,,
00027c99,engine_warmup_periodic_dispatch,NO_FUNCTION,,
00027cb7,startup_phase_reset_eed6_cluster,NO_FUNCTION,,
00027d33,eeea_bit0_update_on_efa2,NO_FUNCTION,,
00027d55,knock_sensor_diagnostic_update,NO_FUNCTION,,
00027e1a,f516_request_latch_f09a_calib_select,NO_FUNCTION,,
00027e92,engine_warmup_dispatch_b,NO_FUNCTION,,
00027e9c,f502_state_table_dispatch,NO_FUNCTION,,
00027f60,f502_state_index_update,NO_FUNCTION,,
00027fb1,f17a_load_zone_and_ef96_f1d8_check,NO_FUNCTION,,
0002800a,phase_dispatch_efa2_f500_f5ee_gate_check,NO_FUNCTION,,
00028082,f17a_f13c_load_zone_and_f514_gate_check,NO_FUNCTION,,
00028279,eee4_eeda_bit6_update_from_f0f8_bit12,NO_FUNCTION,,
000282c1,eee0_eeee_diag_flags_reset_dispatch,NO_FUNCTION,,
00028413,startup_phase_reset_eed6_eefa_bulk,NO_FUNCTION,,
000284a3,knock_octane_f0e6_bit3_gate_dispatch,NO_FUNCTION,,
00028557,knock_octane_pattern_match_state_machine,NO_FUNCTION,,
00028700,f516_hibits_f520_f0f2_mode_select,UNVERIFIED_HASH_MISMATCH,00028700,FUN_00028700
000287af,sci1_protocol_state_machine,UNVERIFIED_HASH_MISMATCH,000287af,FUN_000287af
0002882b,sci1_dispatch_and_latch_response,NO_FUNCTION,,
00028869,sci1_meta_cmd_dispatch_c0_ff,NO_FUNCTION,,
00028acf,f00e_f520_f526_gate_condition_check,NO_FUNCTION,,
00028b1b,f510_f512_f00e_f514_reset,NO_FUNCTION,,
00028b2f,sci1_periodic_phase_dispatch_f526,NO_FUNCTION,,
00028b62,f588_duty_gate_f516_bit11_set,NO_FUNCTION,,
00028b89,phase_cases_1to6_f516_hibit_f54a_writer,NO_FUNCTION,,
00028cc8,phase_case7_f590_gate_advance_or_latch,NO_FUNCTION,,
00028d23,f526_state_reset_dispatch,NO_FUNCTION,,
00028d7d,diagnostic_snapshot_f54a_f566_build,NO_FUNCTION,,
00028f00,isc_f35c_correction_calc,NO_FUNCTION,,
00028f13,f430_clear,NO_FUNCTION,,
00028f1b,f432_clear,NO_FUNCTION,,
00028f80,stub_empty_0x28f80,NO_FUNCTION,,
00028f82,o2_wideband_state_cold_init,NO_FUNCTION,,
00028fbc,o2_wideband_state_warm_init,NO_FUNCTION,,
00028fff,tcu_shift_torque_and_knock_mgmt,NO_FUNCTION,,
00029c33,tcu_f384_f388_hysteresis_gate_check,NO_FUNCTION,,
00029c68,tcu_shift_state_reset,NO_FUNCTION,,
00029c9f,tcu_torque_state_reset,NO_FUNCTION,,
00029cc7,tcu_shift_timing_state_machine,NO_FUNCTION,,
00029f40,tcu_shift_timer_reset,NO_FUNCTION,,
00029f57,tcu_shift_timer_arm,NO_FUNCTION,,
00029f8b,tcu_f382_correction_calc,NO_FUNCTION,,
00029fba,fuel_pw_and_airvol_compute,NO_FUNCTION,,
0002a796,tcu_periodic_timer_update,NO_FUNCTION,,
0002a7f7,f2cc_offset_accumulate,NO_FUNCTION,,
0002a83b,channel_enable_mask_build_and_dispatch_ff2x_ff3x,NO_FUNCTION,,
0002a882,diag_status_f200_f50e_update,NO_FUNCTION,,
0002a8cf,stub_empty_0x2a8cf,NO_FUNCTION,,
0002a8d1,stub_empty_0x2a8d1,NO_FUNCTION,,
0002a8d3,sci3_rx_process_tcu_byte,NO_FUNCTION,,
0002a980,tcu_gear_ratio_state_init,NO_FUNCTION,,
0002a997,throttle_idle_state_cold_init,NO_FUNCTION,,
0002aa36,tcu_rx_main_scheduler,NO_FUNCTION,,
0002b880,tcu_gear_shift_history_reset,NO_FUNCTION,,
0002b8ca,tcu_diagnostic_state_cold_init,NO_FUNCTION,,
0002b9a5,tcu_shift_flags_dispatch,NO_FUNCTION,,
0002b9f4,tcu_shift_solenoid_table_init,NO_FUNCTION,,
0002bbbb,tcu_shift_timer_scale_init,NO_FUNCTION,,
0002bc0f,tcu_dtc_status_check_dispatch,NO_FUNCTION,,
0002bdb3,update_max_f04e,NO_FUNCTION,,
0002bdc7,tcu_f050_max_update,NO_FUNCTION,,
0002bddb,tcu_torque_converter_slip_calc_far_trampoline,NO_FUNCTION,,
0002bde1,tcu_torque_converter_slip_calc,NO_FUNCTION,,
0002bfc9,tiered_threshold_table_select,NO_FUNCTION,,
0002c028,tcu_shift_quality_index_calc,NO_FUNCTION,,
0002c0bd,tcu_shift_pattern_threshold_select,NO_FUNCTION,,
0002c129,stub_empty_0x2c129,NO_FUNCTION,,
0002c12b,tcu_periodic_dispatch,NO_FUNCTION,,
0002c16e,tcu_shift_ratio_buffer_update,NO_FUNCTION,,
0002c2d9,tcu_solenoid_diagnostic_calc,NO_FUNCTION,,
0002c8e9,tcu_shift_buffer_average_calc,NO_FUNCTION,,
0002ca68,coldinit_f6c0_f7c8_state_clear_and_intc_flag_read,NO_FUNCTION,,
0002cac4,tcu_gear_ratio_calc,NO_FUNCTION,,
0002cdf6,tcu_lockup_clutch_state_update,NO_FUNCTION,,
